                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 2.7459,                 2.9176,                 2.2096,                0.14262,                0.15823,                0.07492,                0.01885,                 1.9544,                 1.9478,                 1.3302,              0.0017822,              0.0017822,              0.0017822
                     13,                 2.7607,                 2.9527,                 2.1799,                0.18155,                0.11603,                0.09254,                0.02035,                 1.9613,                    1.7,                 1.3275,              0.0017624,              0.0017624,              0.0017624
                     14,                 2.7222,                 2.9382,                 2.2211,                0.19594,                 0.1519,                0.08075,                0.01964,                 2.0031,                  4.277,                 1.3581,              0.0017426,              0.0017426,              0.0017426
                     15,                 2.7344,                  2.956,                 2.2062,                0.25336,                0.16878,                0.12859,                0.03265,                 1.8511,                 1.5358,                 1.2008,              0.0017228,              0.0017228,              0.0017228
                     16,                 2.6937,                 2.8754,                 2.1649,                0.17832,                0.14346,                0.08709,                0.02362,                 1.8966,                 2.3209,                   1.26,               0.001703,               0.001703,               0.001703
                     17,                 2.6825,                 2.8632,                 2.1475,                 0.1766,                0.20253,                0.11404,                0.03169,                 1.9194,                 1.6836,                 1.2405,              0.0016832,              0.0016832,              0.0016832
                     18,                 2.6544,                 2.8063,                 2.0975,                0.17575,                0.20253,                0.10287,                0.02975,                 1.8856,                 1.7253,                 1.2968,              0.0016634,              0.0016634,              0.0016634
                     19,                 2.6318,                  2.855,                 2.1416,                0.16146,                0.17722,                 0.0869,                0.02469,                  1.987,                 36.129,                 1.3249,              0.0016436,              0.0016436,              0.0016436
                     20,                 2.6476,                 2.8829,                  2.149,                0.30875,                0.19695,                0.15275,                0.04202,                 1.8786,                 1.5352,                  1.195,              0.0016238,              0.0016238,              0.0016238
                     21,                 2.6279,                 2.8983,                 2.1344,                0.24622,                0.16456,                  0.108,                0.02914,                 1.9269,                 1.6578,                 1.2655,               0.001604,               0.001604,               0.001604
                     22,                 2.5988,                 2.8153,                 2.0509,                0.14822,                0.14135,                0.06521,                  0.016,                 1.9715,                 1.5634,                 1.3089,              0.0015842,              0.0015842,              0.0015842
                     23,                 2.6546,                 2.8247,                 2.1207,                0.15734,                0.11181,                0.06838,                0.01535,                  2.044,                 8.1839,                 1.3859,              0.0015644,              0.0015644,              0.0015644
                     24,                 2.5602,                 2.8231,                 2.1126,                0.25955,                0.20337,                0.13365,                0.03378,                  1.862,                 2.7209,                 1.2402,              0.0015446,              0.0015446,              0.0015446
                     25,                  2.624,                 2.7865,                 2.0683,                0.27421,                0.21097,                0.13856,                  0.037,                 1.8686,                 1.5751,                 1.1976,              0.0015248,              0.0015248,              0.0015248
                     26,                  2.575,                 2.8153,                 2.1192,                0.20224,                0.18565,                 0.1031,                  0.029,                 1.8665,                 1.5982,                 1.2698,               0.001505,               0.001505,               0.001505
                     27,                 2.6015,                 2.7564,                 2.1087,                0.19837,                0.21771,                0.11807,                0.02928,                 1.8993,                 1.5724,                 1.2479,              0.0014852,              0.0014852,              0.0014852
                     28,                 2.6311,                 2.7389,                 2.1214,                0.23776,                0.18565,                0.13064,                 0.0376,                  1.819,                 1.5192,                 1.2245,              0.0014654,              0.0014654,              0.0014654
                     29,                 2.5749,                 2.7206,                 2.0484,                0.24651,                0.21121,                0.14672,                0.04001,                 1.8486,                 1.6209,                 1.2606,              0.0014456,              0.0014456,              0.0014456
                     30,                 2.5656,                 2.7431,                 2.0967,                0.18656,                  0.173,                0.11964,                 0.0346,                 1.8038,                 1.5198,                 1.2269,              0.0014258,              0.0014258,              0.0014258
