                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 2.1134,                 1.6673,                 1.4203,                0.54673,                0.40716,                0.43161,                0.18738,                 1.2895,                  1.067,                0.87739,              0.0012872,              0.0012872,              0.0012872
                     38,                 2.0464,                 1.6251,                 1.4026,                0.53877,                0.42616,                0.43367,                0.18864,                 1.2872,                0.99815,                 0.8797,              0.0012674,              0.0012674,              0.0012674
                     39,                  2.036,                 1.6317,                 1.3785,                0.53836,                0.39365,                0.41128,                0.17407,                 1.3337,                 1.0213,                0.89158,              0.0012476,              0.0012476,              0.0012476
                     40,                 2.0197,                 1.5766,                 1.3732,                0.51942,                0.45604,                0.45323,                0.20365,                 1.3002,                0.99288,                0.88033,              0.0012278,              0.0012278,              0.0012278
                     41,                 2.0281,                 1.6058,                  1.383,                0.50773,                0.41983,                0.42193,                0.18658,                 1.3253,                 1.0009,                0.88633,               0.001208,               0.001208,               0.001208
                     42,                 2.0384,                 1.6014,                 1.3792,                0.51592,                0.42405,                0.42689,                0.19764,                 1.2515,                 2.2448,                0.84999,              0.0011882,              0.0011882,              0.0011882
                     43,                 2.0297,                 1.5569,                   1.36,                0.52488,                0.44049,                0.44256,                0.19668,                  1.298,                 1.0056,                0.86793,              0.0011684,              0.0011684,              0.0011684
                     44,                 2.0187,                  1.564,                 1.3577,                0.52618,                0.44748,                 0.4394,                0.19347,                 1.2973,                 1.0242,                0.90027,              0.0011486,              0.0011486,              0.0011486
                     45,                 2.0327,                 1.6183,                  1.395,                0.48589,                0.44726,                0.42528,                0.19469,                 1.2592,                0.98544,                0.87559,              0.0011288,              0.0011288,              0.0011288
                     46,                 2.0275,                 1.5406,                 1.3677,                0.49814,                0.44937,                0.42327,                0.19174,                 1.2829,                 0.9941,                0.87769,               0.001109,               0.001109,               0.001109
                     47,                 2.0218,                 1.5436,                 1.3711,                0.56542,                0.43038,                0.43259,                0.18299,                 1.2738,                0.97692,                0.87428,              0.0010892,              0.0010892,              0.0010892
                     48,                 2.0143,                 1.5536,                 1.3649,                0.50691,                0.42616,                0.42836,                0.18744,                 1.3054,                 1.0043,                0.87684,              0.0010694,              0.0010694,              0.0010694
                     49,                 2.0395,                 1.5626,                  1.377,                0.54336,                0.45359,                0.45656,                0.20361,                 1.2446,                0.96168,                0.86522,              0.0010496,              0.0010496,              0.0010496
                     50,                  2.043,                 1.5747,                 1.3671,                0.51137,                0.46835,                0.45117,                0.19651,                 1.2577,                   1.02,                0.84626,              0.0010298,              0.0010298,              0.0010298
                     51,                 2.0413,                 1.5608,                  1.352,                0.52619,                0.43671,                0.44169,                0.19495,                  1.287,                  1.019,                 0.8687,                0.00101,                0.00101,                0.00101
                     52,                 2.0071,                 1.5751,                 1.3634,                0.49509,                0.43648,                0.42345,                0.19031,                 1.2621,                  1.006,                0.84936,              0.0009902,              0.0009902,              0.0009902
                     53,                  2.036,                 1.5625,                 1.3612,                 0.5355,                0.40928,                0.42678,                0.18477,                 1.2732,                 1.0105,                0.84875,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.9976,                 1.5301,                 1.3483,                0.54319,                0.41561,                0.42476,                0.19397,                 1.2652,                 1.0106,                 0.8366,              0.0009506,              0.0009506,              0.0009506
                     55,                 2.0061,                 1.5555,                 1.3566,                0.53182,                0.44937,                0.44121,                0.19555,                 1.2715,                0.99788,                0.85339,              0.0009308,              0.0009308,              0.0009308
                     56,                 2.0061,                 1.5439,                 1.3751,                0.50464,                0.44918,                0.44024,                0.20273,                 1.2389,                 0.9632,                0.85477,               0.000911,               0.000911,               0.000911
                     57,                 1.9804,                 1.5307,                  1.346,                0.55249,                0.43249,                 0.4491,                0.20069,                 1.2611,                0.99626,                0.86225,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.9967,                 1.5327,                 1.3585,                0.49074,                0.48994,                0.46571,                0.19287,                 1.2873,                0.99412,                 0.8698,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.9569,                 1.5026,                 1.3463,                0.49624,                 0.4557,                0.45678,                0.19827,                 1.2643,                0.96636,                0.85477,              0.0008516,              0.0008516,              0.0008516
