                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 2.0863,                 1.6179,                 1.3796,                0.45655,                0.43882,                0.40139,                0.17446,                 1.3184,                 1.0351,                0.89127,               0.001505,               0.001505,               0.001505
                     52,                 2.0829,                 1.6629,                 1.3881,                0.44101,                0.41112,                 0.3902,                0.17426,                  1.328,                 1.0325,                0.87536,              0.0014951,              0.0014951,              0.0014951
                     53,                 2.0985,                  1.638,                 1.3828,                0.50967,                0.39034,                0.40995,                0.17759,                 1.3261,                 1.0306,                0.87199,              0.0014852,              0.0014852,              0.0014852
                     54,                  2.049,                 1.6318,                 1.3643,                0.48105,                0.41139,                 0.3974,                  0.167,                 1.3435,                 1.0751,                0.86676,              0.0014753,              0.0014753,              0.0014753
                     55,                  2.085,                  1.652,                 1.3918,                0.50064,                0.36709,                0.36563,                0.15822,                 1.3397,                 1.0744,                0.86909,              0.0014654,              0.0014654,              0.0014654
                     56,                 2.0664,                 1.6406,                  1.397,                0.48343,                0.41264,                0.38353,                 0.1535,                 1.3647,                 1.0734,                0.91591,              0.0014555,              0.0014555,              0.0014555
                     57,                 2.0336,                 1.6029,                 1.3601,                0.51438,                 0.4135,                0.42113,                0.17778,                 1.3427,                 1.0205,                 0.8932,              0.0014456,              0.0014456,              0.0014456
                     58,                 2.0522,                 1.6201,                 1.3854,                0.50104,                0.39451,                0.40406,                0.16674,                 1.3391,                 1.0337,                0.88356,              0.0014357,              0.0014357,              0.0014357
                     59,                 2.0502,                 1.6117,                 1.3787,                0.42547,                0.40295,                0.38345,                0.16161,                  1.348,                 1.0614,                0.87963,              0.0014258,              0.0014258,              0.0014258
                     60,                 2.0472,                 1.5991,                 1.3772,                  0.489,                0.38608,                0.37154,                0.15613,                 1.3751,                 1.0455,                0.89792,              0.0014159,              0.0014159,              0.0014159
                     61,                 2.0711,                 1.5979,                 1.3662,                0.47393,                0.41561,                0.39698,                0.16842,                 1.3225,                 1.0014,                0.87508,               0.001406,               0.001406,               0.001406
                     62,                 2.0212,                  1.571,                 1.3579,                0.50017,                0.44545,                 0.4499,                0.19405,                 1.2951,                0.98138,                0.86755,              0.0013961,              0.0013961,              0.0013961
                     63,                 2.0217,                 1.5819,                 1.3562,                0.51816,                0.42405,                0.42039,                0.18613,                 1.3023,                0.98263,                0.87082,              0.0013862,              0.0013862,              0.0013862
                     64,                 2.0248,                 1.5646,                 1.3535,                0.49455,                0.36287,                 0.3622,                0.15504,                 1.3554,                 1.0755,                0.88845,              0.0013763,              0.0013763,              0.0013763
                     65,                 2.0098,                 1.5891,                 1.3531,                0.45596,                0.37342,                 0.3796,                0.15869,                 1.3641,                 1.0847,                0.87466,              0.0013664,              0.0013664,              0.0013664
                     66,                 2.0671,                 1.6111,                 1.3761,                0.50422,                0.40717,                 0.4029,                0.17072,                 1.3196,                 1.0473,                0.87231,              0.0013565,              0.0013565,              0.0013565
                     67,                 2.0257,                  1.569,                 1.3621,                0.48956,                0.43882,                0.42594,                0.18456,                 1.3187,                 1.0159,                0.88185,              0.0013466,              0.0013466,              0.0013466
                     68,                 2.0261,                 1.5974,                 1.3509,                0.50577,                0.42616,                  0.435,                0.19758,                  1.303,                0.96078,                0.87269,              0.0013367,              0.0013367,              0.0013367
                     69,                 2.0314,                 1.5923,                 1.3656,                0.51508,                0.43923,                0.44493,                0.18757,                 1.3063,                0.99009,                0.88277,              0.0013268,              0.0013268,              0.0013268
                     70,                 2.0248,                 1.5449,                 1.3684,                0.56644,                0.42194,                0.44733,                0.19504,                 1.2989,                0.99686,                0.88399,              0.0013169,              0.0013169,              0.0013169
                     71,                 2.0135,                 1.5571,                 1.3354,                0.47237,                0.39873,                 0.3966,                0.16963,                 1.3237,                 1.0503,                 0.8632,               0.001307,               0.001307,               0.001307
                     72,                 2.0397,                 1.6221,                 1.3502,                0.49842,                 0.3692,                0.37265,                0.17094,                 1.2978,                  1.049,                0.83787,              0.0012971,              0.0012971,              0.0012971
                     73,                 1.9998,                 1.5619,                 1.3333,                 0.5006,                0.44834,                0.44182,                0.18872,                 1.3034,                0.96518,                0.86693,              0.0012872,              0.0012872,              0.0012872
                     74,                 2.0242,                  1.571,                 1.3433,                0.51545,                0.44937,                0.43785,                0.17269,                 1.3579,                 1.0897,                0.88219,              0.0012773,              0.0012773,              0.0012773
                     75,                 2.0057,                  1.558,                 1.3432,                 0.5936,                0.37287,                0.42832,                0.18422,                 1.3003,                 1.0094,                0.86954,              0.0012674,              0.0012674,              0.0012674
                     76,                 1.9955,                 1.5326,                 1.3456,                0.52715,                 0.3903,                 0.4099,                0.17207,                 1.3279,                   1.02,                0.87626,              0.0012575,              0.0012575,              0.0012575
                     77,                 2.0195,                 1.4951,                 1.3404,                0.51046,                0.40928,                0.42837,                0.18174,                  1.296,                0.99901,                0.85564,              0.0012476,              0.0012476,              0.0012476
                     78,                 2.0077,                 1.5172,                 1.3268,                0.50494,                0.38733,                 0.4138,                0.17705,                 1.3336,                0.97321,                0.88368,              0.0012377,              0.0012377,              0.0012377
                     79,                 1.9802,                 1.5038,                 1.3332,                0.43764,                0.41139,                0.36449,                0.15811,                 1.3196,                 1.0477,                0.87468,              0.0012278,              0.0012278,              0.0012278
                     80,                 2.0025,                 1.5407,                 1.3518,                0.52512,                0.40928,                 0.4364,                0.18149,                 1.3133,                0.97187,                0.87007,              0.0012179,              0.0012179,              0.0012179
                     81,                 1.9971,                 1.5065,                 1.3285,                0.52117,                0.42616,                0.43424,                0.18272,                 1.3102,                 1.0675,                0.87781,               0.001208,               0.001208,               0.001208
                     82,                 1.9714,                 1.5105,                 1.3317,                0.50272,                0.40084,                0.42149,                0.18574,                 1.2941,                0.99552,                0.86977,              0.0011981,              0.0011981,              0.0011981
                     83,                 2.0045,                 1.5283,                 1.3482,                0.48765,                0.44937,                0.42944,                0.18605,                 1.2971,                 1.0029,                0.86001,              0.0011882,              0.0011882,              0.0011882
                     84,                 1.9878,                 1.5015,                 1.3348,                0.45174,                0.44937,                0.42587,                0.18551,                  1.301,                 1.0005,                  0.864,              0.0011783,              0.0011783,              0.0011783
                     85,                 1.9807,                 1.4981,                 1.3354,                0.47403,                0.43038,                0.40965,                0.18377,                 1.2994,                0.99318,                0.85492,              0.0011684,              0.0011684,              0.0011684
                     86,                 1.9965,                 1.5392,                 1.3244,                0.50484,                0.39792,                0.41593,                0.17631,                 1.3105,                 1.0226,                 0.8541,              0.0011585,              0.0011585,              0.0011585
                     87,                 2.0295,                 1.5342,                 1.3524,                0.56081,                0.42616,                0.46712,                0.19716,                 1.2892,                0.98534,                0.85762,              0.0011486,              0.0011486,              0.0011486
                     88,                  1.968,                  1.534,                 1.3155,                0.48595,                0.39451,                0.39883,                0.18345,                 1.2893,                0.98495,                0.87252,              0.0011387,              0.0011387,              0.0011387
                     89,                 1.9962,                 1.4983,                 1.3396,                 0.5486,                0.39662,                0.42203,                0.18899,                 1.2811,                0.98587,                0.86698,              0.0011288,              0.0011288,              0.0011288
                     90,                 1.9916,                 1.4876,                 1.3396,                0.53287,                0.40913,                0.43724,                0.19022,                 1.2652,                0.98818,                 0.8598,              0.0011189,              0.0011189,              0.0011189
                     91,                 1.9721,                 1.5123,                 1.3233,                0.53494,                0.41982,                0.44511,                0.18355,                 1.3258,                0.99032,                0.87369,               0.001109,               0.001109,               0.001109
                     92,                 1.9596,                 1.4995,                 1.3273,                0.48111,                0.41079,                0.41762,                0.17921,                 1.3175,                0.99065,                 0.8773,              0.0010991,              0.0010991,              0.0010991
                     93,                 1.9661,                 1.4923,                  1.326,                0.51021,                0.40506,                0.40216,                0.17512,                 1.3134,                 1.0202,                0.86396,              0.0010892,              0.0010892,              0.0010892
                     94,                 1.9902,                 1.5013,                 1.3301,                0.56298,                 0.4346,                0.46673,                 0.1965,                 1.2839,                0.94751,                0.86964,              0.0010793,              0.0010793,              0.0010793
                     95,                 1.9753,                 1.5065,                 1.3353,                0.55218,                0.44223,                0.44656,                 0.1907,                   1.29,                 1.0774,                0.86452,              0.0010694,              0.0010694,              0.0010694
                     96,                  1.976,                 1.4773,                 1.3207,                0.52633,                0.45148,                0.46285,                 0.2008,                 1.2826,                0.95118,                0.86332,              0.0010595,              0.0010595,              0.0010595
                     97,                 1.9321,                 1.4521,                  1.307,                0.56076,                0.43882,                0.45995,                0.20378,                 1.2567,                0.96235,                0.84932,              0.0010496,              0.0010496,              0.0010496
                     98,                 1.9241,                  1.451,                 1.2992,                0.50325,                0.43882,                 0.4245,                0.18908,                 1.2649,                0.99239,                0.84897,              0.0010397,              0.0010397,              0.0010397
                     99,                 1.9234,                 1.4461,                 1.3123,                0.58208,                0.42405,                0.46742,                0.19865,                  1.267,                0.94103,                0.85576,              0.0010298,              0.0010298,              0.0010298
                    100,                 1.9675,                 1.4759,                 1.3105,                 0.5728,                0.44093,                0.47289,                0.20431,                 1.2974,                0.92814,                0.86484,              0.0010199,              0.0010199,              0.0010199
                    101,                 1.9619,                 1.4395,                 1.3203,                0.54625,                0.43939,                0.43451,                0.19119,                 1.2972,                0.96665,                0.86509,                0.00101,                0.00101,                0.00101
                    102,                 1.9889,                 1.4698,                 1.3306,                0.58308,                0.42405,                0.44783,                0.19097,                 1.2844,                0.95719,                0.86439,              0.0010001,              0.0010001,              0.0010001
                    103,                 1.9349,                 1.4688,                 1.3106,                0.50126,                0.45781,                0.43986,                0.18893,                  1.313,                0.95916,                0.88452,              0.0009902,              0.0009902,              0.0009902
                    104,                 1.9516,                 1.4542,                 1.3137,                 0.5936,                0.46531,                0.47776,                0.21231,                 1.2659,                0.93587,                0.85714,              0.0009803,              0.0009803,              0.0009803
                    105,                 1.9457,                 1.4522,                 1.3012,                0.55561,                0.44577,                0.46597,                0.19936,                 1.2708,                0.92685,                0.84898,              0.0009704,              0.0009704,              0.0009704
                    106,                 1.9634,                 1.4592,                 1.3107,                0.60429,                0.43494,                0.47122,                0.20522,                 1.2917,                0.93363,                 0.8772,              0.0009605,              0.0009605,              0.0009605
                    107,                 1.9352,                 1.4631,                 1.3108,                0.54725,                0.43038,                0.44432,                0.19538,                 1.2843,                0.97087,                0.86138,              0.0009506,              0.0009506,              0.0009506
                    108,                 1.9546,                 1.4561,                 1.3182,                0.56561,                 0.4135,                0.44653,                0.20086,                 1.2743,                0.95044,                0.85963,              0.0009407,              0.0009407,              0.0009407
                    109,                  1.937,                  1.441,                 1.3146,                0.54017,                0.44093,                0.44916,                0.20152,                 1.2686,                0.94768,                 0.8564,              0.0009308,              0.0009308,              0.0009308
                    110,                  1.911,                 1.4362,                 1.2983,                0.49432,                0.48258,                0.46878,                0.20807,                  1.274,                0.93792,                0.86406,              0.0009209,              0.0009209,              0.0009209
                    111,                 1.9274,                 1.4211,                 1.3144,                0.55561,                 0.4789,                0.47985,                0.21371,                  1.278,                 0.9185,                0.85713,               0.000911,               0.000911,               0.000911
                    112,                 1.9316,                 1.4258,                 1.3069,                0.53309,                0.40084,                 0.4266,                0.18533,                 1.3092,                 1.7863,                0.84651,              0.0009011,              0.0009011,              0.0009011
                    113,                 1.9284,                 1.4306,                 1.2971,                0.53527,                0.44515,                0.45429,                0.19549,                 1.2947,                0.98612,                0.83676,              0.0008912,              0.0008912,              0.0008912
                    114,                 1.9204,                 1.4203,                 1.2999,                0.56357,                0.40928,                0.43453,                0.19027,                 1.2753,                0.96812,                0.84598,              0.0008813,              0.0008813,              0.0008813
                    115,                 1.9435,                 1.4596,                 1.3101,                0.59733,                0.45692,                0.48045,                0.21056,                 1.2586,                0.91697,                0.84251,              0.0008714,              0.0008714,              0.0008714
                    116,                 1.9297,                 1.4141,                 1.2991,                 0.6006,                0.43038,                0.47377,                 0.2146,                 1.2444,                0.93253,                0.83762,              0.0008615,              0.0008615,              0.0008615
                    117,                 1.9065,                 1.4163,                 1.2978,                 0.5752,                0.43249,                0.46067,                0.20738,                 1.2693,                0.93311,                0.85416,              0.0008516,              0.0008516,              0.0008516
                    118,                 1.9219,                 1.4272,                 1.2903,                0.54635,                0.46243,                0.45966,                0.19766,                 1.2737,                0.94382,                 0.8456,              0.0008417,              0.0008417,              0.0008417
                    119,                 1.9343,                 1.4305,                 1.2908,                0.58438,                0.45386,                0.46363,                0.20227,                 1.2737,                0.94073,                0.84718,              0.0008318,              0.0008318,              0.0008318
                    120,                 1.8881,                 1.4056,                 1.2828,                0.62686,                0.44726,                 0.4762,                0.20601,                 1.2781,                0.91357,                0.85652,              0.0008219,              0.0008219,              0.0008219
                    121,                 1.9094,                 1.3925,                 1.2826,                0.59848,                0.44726,                0.47403,                0.20654,                 1.2802,                0.90862,                0.86244,               0.000812,               0.000812,               0.000812
                    122,                 1.9093,                 1.4067,                 1.2741,                0.56271,                0.46203,                0.48403,                  0.214,                 1.2441,                0.90685,                 0.8374,              0.0008021,              0.0008021,              0.0008021
                    123,                 1.9016,                 1.3855,                 1.2826,                0.59875,                0.42499,                0.46423,                0.20613,                 1.2771,                  0.921,                0.85589,              0.0007922,              0.0007922,              0.0007922
                    124,                 1.8852,                 1.3868,                 1.2628,                0.61217,                0.45992,                0.48648,                0.21225,                 1.2703,                0.92194,                0.84518,              0.0007823,              0.0007823,              0.0007823
                    125,                 1.9117,                 1.4135,                 1.2917,                0.53835,                0.47046,                0.47755,                0.20368,                 1.2746,                0.93405,                0.84829,              0.0007724,              0.0007724,              0.0007724
                    126,                 1.8721,                 1.3752,                 1.2748,                0.61819,                0.43381,                0.47219,                0.20621,                 1.2825,                 0.9547,                0.84705,              0.0007625,              0.0007625,              0.0007625
                    127,                 1.9118,                 1.3828,                  1.278,                0.54537,                0.42405,                0.43211,                 0.1912,                 1.2946,                0.94794,                0.86971,              0.0007526,              0.0007526,              0.0007526
                    128,                 1.8694,                  1.374,                 1.2696,                0.54135,                0.46414,                 0.4784,                0.21379,                  1.235,                0.93178,                0.83017,              0.0007427,              0.0007427,              0.0007427
                    129,                 1.8921,                 1.4085,                 1.2763,                 0.5472,                0.44093,                0.45647,                0.20156,                 1.2855,                0.94853,                0.84837,              0.0007328,              0.0007328,              0.0007328
                    130,                 1.9036,                 1.3704,                 1.2746,                 0.5483,                0.46414,                0.46729,                0.19898,                 1.2894,                0.93104,                 0.8509,              0.0007229,              0.0007229,              0.0007229
                    131,                 1.8884,                 1.3745,                 1.2738,                0.54715,                0.44864,                0.46226,                0.20796,                 1.2753,                0.91916,                0.85788,               0.000713,               0.000713,               0.000713
                    132,                 1.8617,                 1.3548,                 1.2627,                0.57904,                0.47046,                0.49145,                0.21625,                  1.267,                0.90716,                0.85174,              0.0007031,              0.0007031,              0.0007031
                    133,                 1.8784,                 1.3753,                 1.2737,                0.51584,                0.45359,                 0.4703,                0.19938,                 1.2988,                0.93448,                0.86239,              0.0006932,              0.0006932,              0.0006932
                    134,                 1.8842,                 1.3805,                  1.278,                 0.5912,                0.40717,                0.44697,                0.19488,                 1.3076,                0.96995,                0.86803,              0.0006833,              0.0006833,              0.0006833
                    135,                 1.8563,                 1.3592,                 1.2594,                0.58578,                0.44726,                0.49569,                0.21835,                 1.2743,                 0.8946,                0.86874,              0.0006734,              0.0006734,              0.0006734
                    136,                  1.852,                 1.3348,                 1.2549,                0.58188,                0.45214,                0.48125,                0.20714,                 1.2829,                0.90674,                0.85956,              0.0006635,              0.0006635,              0.0006635
                    137,                 1.9025,                 1.4004,                 1.2754,                0.61127,                0.42405,                0.47778,                0.21535,                 1.2763,                0.91279,                0.86179,              0.0006536,              0.0006536,              0.0006536
                    138,                 1.8652,                 1.3537,                 1.2651,                0.57985,                0.45781,                0.47928,                0.20163,                 1.2882,                 0.9121,                0.86267,              0.0006437,              0.0006437,              0.0006437
                    139,                 1.8471,                 1.3221,                 1.2584,                0.56105,                0.44492,                0.46402,                0.20247,                 1.2907,                0.89992,                0.86561,              0.0006338,              0.0006338,              0.0006338
                    140,                 1.8331,                 1.3172,                 1.2484,                0.59032,                 0.4346,                0.46722,                0.20815,                 1.2798,                0.90473,                0.86121,              0.0006239,              0.0006239,              0.0006239
                    141,                 1.8795,                 1.3626,                  1.275,                0.59849,                0.43083,                 0.4757,                0.21067,                 1.2624,                0.91431,                0.85309,               0.000614,               0.000614,               0.000614
                    142,                 1.8122,                 1.3007,                 1.2388,                 0.6114,                0.45359,                0.48142,                0.20492,                 1.2872,                0.88013,                0.87204,              0.0006041,              0.0006041,              0.0006041
                    143,                 1.8626,                 1.3351,                 1.2729,                0.57335,                0.44304,                0.47466,                0.20629,                 1.2817,                0.90457,                 0.8647,              0.0005942,              0.0005942,              0.0005942
                    144,                  1.849,                 1.3452,                 1.2526,                0.53959,                0.45148,                0.45841,                0.20497,                 1.2798,                0.92118,                 0.8491,              0.0005843,              0.0005843,              0.0005843
                    145,                 1.8327,                 1.3075,                 1.2623,                0.60507,                 0.4346,                0.47041,                0.21208,                 1.2928,                0.89982,                0.86709,              0.0005744,              0.0005744,              0.0005744
                    146,                 1.8755,                 1.3522,                 1.2751,                 0.5703,                0.44304,                0.47104,                0.20706,                 1.3038,                0.88976,                0.87646,              0.0005645,              0.0005645,              0.0005645
                    147,                 1.8513,                 1.3425,                 1.2526,                0.55452,                0.44515,                0.46253,                 0.2042,                  1.276,                0.92258,                 0.8603,              0.0005546,              0.0005546,              0.0005546
                    148,                 1.8351,                  1.302,                 1.2466,                0.52264,                0.43882,                0.44978,                0.20173,                 1.2947,                0.94874,                0.86579,              0.0005447,              0.0005447,              0.0005447
                    149,                  1.832,                 1.3151,                 1.2387,                0.56194,                0.45148,                0.47874,                0.21229,                 1.2781,                0.89453,                0.86192,              0.0005348,              0.0005348,              0.0005348
                    150,                 1.8416,                  1.311,                 1.2442,                0.60297,                0.44726,                0.49206,                0.21755,                 1.2846,                0.92866,                0.86706,              0.0005249,              0.0005249,              0.0005249
                    151,                 1.7953,                 1.2983,                 1.2396,                0.58401,                0.45992,                0.47022,                0.21453,                 1.2743,                0.89001,                0.87221,               0.000515,               0.000515,               0.000515
                    152,                 1.8358,                 1.3249,                 1.2528,                0.54305,                0.46133,                0.48141,                0.21648,                 1.2713,                0.92938,                0.85426,              0.0005051,              0.0005051,              0.0005051
                    153,                 1.8575,                 1.3092,                 1.2516,                0.52371,                0.45468,                0.44146,                0.19753,                 1.2816,                0.95933,                0.85072,              0.0004952,              0.0004952,              0.0004952
