                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 2.0573,                 1.6131,                 1.3467,                0.46237,                0.36709,                0.35714,                0.14504,                 1.4128,                 1.1144,                0.91785,               0.001604,               0.001604,               0.001604
                     22,                 2.1072,                 1.6433,                 1.3461,                0.45974,                0.37975,                  0.348,                   0.14,                 1.3726,                 1.3404,                0.90755,              0.0015842,              0.0015842,              0.0015842
                     23,                 2.0359,                 1.5998,                 1.3251,                 0.5117,                0.35374,                 0.3608,                0.14334,                 1.4237,                 1.0764,                0.94289,              0.0015644,              0.0015644,              0.0015644
                     24,                 2.1072,                 1.6081,                 1.3499,                0.48237,                0.36961,                0.37482,                0.14541,                 1.3654,                 1.2502,                0.87859,              0.0015446,              0.0015446,              0.0015446
                     25,                  2.036,                 1.5636,                 1.3331,                0.50899,                0.39365,                0.40027,                0.15863,                 1.3688,                 1.1179,                0.89464,              0.0015248,              0.0015248,              0.0015248
                     26,                 2.0358,                 1.5753,                 1.3403,                0.44587,                0.35654,                 0.3562,                0.15004,                 1.3632,                 1.0911,                0.89016,               0.001505,               0.001505,               0.001505
                     27,                 2.0192,                 1.5401,                 1.3032,                0.47225,                0.41772,                0.39939,                0.17136,                 1.3256,                 1.0543,                0.88756,              0.0014852,              0.0014852,              0.0014852
                     28,                 2.0073,                 1.5407,                 1.3287,                0.47485,                0.43112,                0.39593,                0.16607,                 1.3438,                 1.0648,                0.88263,              0.0014654,              0.0014654,              0.0014654
                     29,                 2.0062,                 1.5245,                 1.3288,                0.52531,                0.41983,                0.41352,                0.16962,                 1.3757,                 1.0212,                0.89234,              0.0014456,              0.0014456,              0.0014456
                     30,                  2.032,                 1.5291,                 1.3161,                0.49224,                0.41983,                0.41652,                0.17128,                 1.3687,                 1.0387,                 0.9018,              0.0014258,              0.0014258,              0.0014258
                     31,                 2.0303,                 1.5737,                 1.3196,                0.50156,                0.38186,                0.38698,                0.16061,                 1.3628,                 1.0752,                0.90003,               0.001406,               0.001406,               0.001406
                     32,                 2.0142,                 1.5314,                 1.3017,                0.45287,                 0.3903,                0.37103,                0.15988,                 1.3497,                 1.1172,                0.91384,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.9838,                 1.4704,                 1.3024,                 0.4491,                0.40928,                0.36828,                0.15639,                  1.353,                   1.36,                 0.8779,              0.0013664,              0.0013664,              0.0013664
                     34,                 2.0205,                 1.4985,                 1.2859,                0.54723,                 0.3692,                 0.3936,                0.17399,                 1.3254,                 1.0342,                0.88326,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.9826,                 1.4622,                 1.2972,                0.45359,                0.46414,                0.41503,                0.16903,                 1.3648,                 1.1024,                0.89222,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.9866,                  1.448,                 1.2864,                0.51492,                0.37847,                0.39625,                0.17245,                 1.3225,                 1.0493,                0.87125,               0.001307,               0.001307,               0.001307
                     37,                 1.9539,                 1.4488,                 1.2742,                0.49444,                0.40717,                0.39052,                 0.1657,                 1.3465,                 1.3754,                0.89882,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.9944,                 1.4961,                  1.301,                0.49127,                0.40295,                0.38768,                0.16212,                 1.3612,                 1.1172,                0.88395,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.9736,                 1.4787,                 1.2942,                0.55356,                0.43163,                0.43245,                0.17029,                 1.3629,                0.98907,                0.88876,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.9302,                  1.432,                 1.2853,                0.48238,                0.41561,                0.40449,                0.18148,                 1.3103,                 1.0175,                 0.8621,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.9402,                 1.4097,                 1.2733,                0.50993,                0.40506,                0.41323,                0.17236,                 1.3282,                0.99263,                0.86952,               0.001208,               0.001208,               0.001208
                     42,                 1.9148,                 1.4195,                 1.2653,                0.47329,                0.45148,                0.42876,                0.17295,                 1.3444,                0.99343,                0.87592,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.9191,                 1.4139,                 1.2835,                0.51414,                 0.3903,                 0.3968,                0.16692,                  1.343,                 1.0098,                0.88418,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.9426,                 1.4195,                 1.2859,                0.53262,                0.42795,                0.43204,                0.17854,                 1.3324,                 1.0499,                0.86981,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.9151,                 1.4008,                  1.268,                0.44171,                0.41561,                0.39728,                0.17242,                 1.3182,                 1.0263,                0.87045,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.9138,                 1.4032,                 1.2598,                0.47604,                0.41402,                0.40461,                0.17818,                 1.2956,                 1.0348,                0.86081,               0.001109,               0.001109,               0.001109
                     47,                 1.9237,                 1.3809,                 1.2701,                0.48468,                0.41139,                0.40168,                0.17575,                 1.3202,                 1.0339,                0.85855,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.9034,                 1.3712,                 1.2573,                0.48419,                0.40928,                0.39628,                0.17289,                 1.3492,                 1.0394,                0.87375,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.9242,                 1.4105,                 1.2732,                0.46419,                0.41123,                0.39885,                0.17137,                 1.3562,                 1.0152,                0.90055,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.9127,                 1.4204,                 1.2727,                0.44788,                0.41983,                0.40969,                0.17454,                  1.313,                 1.0875,                0.86721,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.8821,                 1.3417,                 1.2629,                  0.514,                0.44726,                0.44834,                0.18514,                 1.3373,                 1.1822,                0.88444,                0.00101,                0.00101,                0.00101
                     52,                 1.8917,                 1.3703,                 1.2461,                0.52486,                0.42194,                0.43509,                0.17751,                 1.3374,                0.98952,                0.87275,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.8701,                 1.3309,                 1.2266,                0.52395,                0.42405,                0.42679,                0.17858,                 1.3429,                 1.0225,                0.87258,              0.0009704,              0.0009704,              0.0009704
                     54,                  1.866,                 1.3657,                 1.2353,                0.49981,                0.42373,                0.43212,                0.18223,                 1.3019,                0.99146,                0.86007,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.8805,                 1.3404,                 1.2534,                0.49462,                0.39241,                0.41119,                 0.1721,                 1.3307,                  1.026,                0.88002,              0.0009308,              0.0009308,              0.0009308
                     56,                   1.87,                 1.3581,                 1.2377,                0.49474,                0.41728,                0.43082,                0.19399,                  1.293,                0.97932,                0.86661,               0.000911,               0.000911,               0.000911
                     57,                 1.8727,                 1.3381,                 1.2457,                0.53012,                0.44937,                0.43661,                0.18653,                 1.3129,                 1.0501,                 0.8642,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.9128,                 1.3487,                 1.2569,                0.50637,                0.43671,                0.44397,                0.18971,                 1.3185,                0.96539,                0.87709,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.8556,                 1.3646,                 1.2409,                0.44922,                0.40717,                0.39921,                0.17477,                 1.3103,                0.97379,                0.86411,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.8503,                 1.3456,                 1.2384,                0.46141,                0.42827,                0.41646,                0.18313,                  1.319,                 1.0057,                0.87555,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.8537,                 1.3043,                 1.2377,                0.48633,                0.45342,                0.46113,                0.19878,                 1.3039,                 0.9313,                0.86504,               0.000812,               0.000812,               0.000812
                     62,                 1.8107,                 1.2994,                 1.2278,                0.47786,                0.45359,                0.43203,                0.19368,                 1.2861,                0.96138,                0.85431,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.8312,                 1.2853,                 1.2106,                0.50674,                0.43347,                0.43833,                0.19133,                 1.3122,                0.95238,                0.86045,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.8174,                  1.274,                 1.2215,                0.49549,                0.42827,                0.42883,                0.18639,                 1.3152,                0.95339,                0.85881,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.8279,                 1.2698,                 1.2265,                0.55456,                0.43249,                0.42904,                0.19121,                 1.3155,                0.93314,                0.86324,              0.0007328,              0.0007328,              0.0007328
                     66,                  1.833,                 1.2783,                 1.2242,                 0.5302,                0.44515,                0.43794,                0.18839,                 1.3192,                0.98979,                0.86756,               0.000713,               0.000713,               0.000713
                     67,                 1.8072,                 1.2704,                 1.2083,                0.56535,                0.41983,                 0.4403,                0.19125,                 1.3323,                0.91949,                0.88016,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.7971,                   1.27,                 1.2147,                0.51519,                0.43269,                0.44715,                0.18578,                 1.3265,                0.94546,                0.86574,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.8047,                  1.222,                 1.2049,                 0.5131,                0.42194,                0.43993,                0.19039,                 1.3234,                0.97578,                0.86267,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.8164,                 1.2546,                 1.2019,                0.51755,                0.40506,                0.43958,                0.19593,                 1.3118,                0.95908,                0.85352,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.7643,                 1.2316,                 1.1935,                 0.5404,                0.44154,                0.45522,                0.19866,                 1.3145,                0.93577,                0.85409,               0.000614,               0.000614,               0.000614
