                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 1.6288,                 1.0991,                 1.4794,                0.77825,                0.70722,                 0.7618,                 0.3958,                 1.6699,                 1.0654,                 1.5593,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.6453,                 1.1201,                 1.4938,                0.73896,                0.74124,                0.76697,                0.39789,                 1.6461,                 1.0857,                  1.542,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.6344,                 1.1164,                 1.4939,                0.75376,                0.72371,                0.77081,                0.40674,                 1.6884,                  1.044,                 1.5355,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.6301,                 1.1064,                 1.4714,                0.77634,                 0.7366,                0.77957,                0.41043,                 1.6562,                 1.0283,                 1.5319,               0.001307,               0.001307,               0.001307
                     37,                  1.642,                 1.0928,                 1.4929,                0.76535,                0.72797,                0.77343,                0.40475,                 1.6587,                 1.0438,                 1.5495,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.6155,                 1.0868,                 1.4692,                0.75991,                0.74884,                0.77865,                0.40514,                 1.6758,                 1.0208,                 1.5653,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.6388,                 1.0811,                 1.4897,                0.76929,                0.73221,                0.77468,                0.40038,                 1.6739,                 1.0385,                 1.5542,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.6272,                 1.0895,                 1.4853,                0.77038,                0.73328,                0.77128,                0.40454,                 1.6842,                 1.0252,                 1.5706,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.6349,                 1.0759,                 1.4842,                0.76075,                0.73757,                0.78038,                0.40304,                 1.6583,                 1.0503,                 1.5379,               0.001208,               0.001208,               0.001208
                     42,                 1.6268,                 1.0747,                 1.4861,                0.75961,                0.73351,                0.76742,                0.40908,                 1.6266,                  1.045,                 1.5328,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.6108,                 1.0856,                 1.4723,                0.76655,                0.75206,                0.78331,                0.41136,                 1.6316,                 1.0277,                 1.5301,              0.0011684,              0.0011684,              0.0011684
                     44,                  1.628,                 1.0884,                 1.4814,                0.76312,                0.73866,                0.77152,                0.40805,                 1.6581,                   1.03,                 1.5422,              0.0011486,              0.0011486,              0.0011486
                     45,                  1.633,                 1.0757,                 1.4837,                0.77727,                0.73247,                0.77796,                0.40956,                  1.647,                0.99893,                 1.5427,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.6113,                  1.065,                 1.4784,                0.76594,                0.74051,                0.77117,                 0.3993,                  1.663,                  1.022,                 1.5396,               0.001109,               0.001109,               0.001109
                     47,                 1.6183,                  1.063,                 1.4745,                0.76566,                0.74278,                0.77587,                 0.4024,                 1.6958,                 1.0058,                 1.5664,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.6154,                 1.0768,                  1.488,                0.78084,                0.72175,                0.77739,                0.41154,                  1.638,                 1.0223,                 1.5376,              0.0010694,              0.0010694,              0.0010694
                     49,                  1.598,                 1.0606,                 1.4684,                0.75877,                0.75231,                0.78447,                0.40843,                 1.6515,                 1.0084,                 1.5438,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.6195,                 1.0654,                 1.4694,                0.77323,                 0.7232,                0.77639,                0.40369,                 1.6577,                 1.0047,                 1.5411,              0.0010298,              0.0010298,              0.0010298
                     51,                  1.617,                 1.0681,                 1.4745,                0.75567,                0.74134,                0.77645,                0.40527,                 1.6505,                 1.0004,                 1.5374,                0.00101,                0.00101,                0.00101
                     52,                 1.5961,                 1.0299,                 1.4661,                0.76542,                0.73164,                0.78071,                0.41064,                 1.6289,                  1.007,                  1.535,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.5919,                  1.054,                 1.4525,                0.77629,                0.72629,                0.77877,                0.41021,                 1.6288,                 1.0311,                 1.5216,              0.0009704,              0.0009704,              0.0009704
