                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 2.2184,                 1.8935,                 1.4752,                0.42184,                0.40506,                0.35844,                0.12753,                 1.4129,                  2.556,                0.92495,              0.0017822,              0.0017822,              0.0017822
                     13,                 2.2159,                 1.9066,                 1.4763,                0.39079,                0.38397,                0.33428,                0.12994,                 1.3911,                 2.4738,                0.94644,              0.0017624,              0.0017624,              0.0017624
                     14,                 2.1776,                 1.8877,                 1.4678,                0.46675,                0.36498,                0.35078,                0.12867,                  1.426,                 1.6708,                0.93447,              0.0017426,              0.0017426,              0.0017426
                     15,                 2.1666,                   1.85,                 1.4382,                0.43311,                0.35443,                0.29775,                0.10757,                 1.4641,                 1.6022,                0.95227,              0.0017228,              0.0017228,              0.0017228
                     16,                 2.1655,                 1.8645,                 1.4323,                0.44901,                0.34177,                0.33537,                0.13985,                 1.4094,                 1.2027,                 0.9338,               0.001703,               0.001703,               0.001703
                     17,                 2.1922,                  1.821,                 1.4409,                0.40986,                0.32068,                0.31122,                0.12723,                 1.3932,                 1.2306,                0.89805,              0.0016832,              0.0016832,              0.0016832
                     18,                 2.1484,                 1.8202,                 1.4278,                0.51102,                0.35938,                0.35731,                0.14112,                  1.387,                 1.1351,                0.90812,              0.0016634,              0.0016634,              0.0016634
                     19,                 2.1226,                 1.7949,                 1.4266,                0.42423,                0.40717,                0.36342,                0.15045,                 1.3697,                 1.1124,                0.89695,              0.0016436,              0.0016436,              0.0016436
                     20,                 2.1702,                 1.7932,                 1.4235,                0.49468,                 0.3986,                0.38994,                0.15797,                 1.3806,                 1.0806,                 0.9143,              0.0016238,              0.0016238,              0.0016238
                     21,                 2.1358,                 1.7617,                 1.4102,                0.46616,                0.40506,                0.39177,                0.16641,                 1.3501,                 1.0636,                 0.9142,               0.001604,               0.001604,               0.001604
                     22,                 2.1151,                 1.7624,                 1.3926,                0.49368,                0.40506,                0.38197,                0.16207,                 1.3513,                 1.0801,                 0.8879,              0.0015842,              0.0015842,              0.0015842
                     23,                 2.1381,                 1.7704,                  1.411,                0.44116,                0.39471,                0.37666,                0.16029,                  1.336,                 1.1306,                 0.8896,              0.0015644,              0.0015644,              0.0015644
                     24,                 2.1355,                 1.7389,                 1.4011,                0.52359,                0.38608,                0.40191,                0.16803,                 1.3489,                 1.0399,                0.90222,              0.0015446,              0.0015446,              0.0015446
                     25,                 2.1287,                 1.7573,                 1.4065,                 0.4414,                0.37342,                0.35354,                0.15191,                 1.3574,                 1.0684,                0.88997,              0.0015248,              0.0015248,              0.0015248
                     26,                 2.0882,                 1.7051,                  1.414,                0.43776,                0.38108,                0.34725,                 0.1491,                 1.3682,                 1.0731,                0.90884,               0.001505,               0.001505,               0.001505
                     27,                 2.1308,                 1.7714,                 1.4082,                0.46461,                0.39873,                0.38052,                0.16241,                 1.3375,                 1.0416,                0.88939,              0.0014852,              0.0014852,              0.0014852
                     28,                 2.1236,                 1.7095,                 1.4069,                0.46663,                0.44852,                0.39571,                0.16785,                 1.3431,                 1.0545,                0.90345,              0.0014654,              0.0014654,              0.0014654
                     29,                 2.0869,                 1.7341,                 1.3913,                0.50018,                0.40717,                 0.3809,                 0.1636,                 1.3457,                 1.0376,                0.90304,              0.0014456,              0.0014456,              0.0014456
                     30,                 2.0764,                  1.679,                 1.3858,                0.43095,                0.37975,                0.35724,                0.15373,                  1.366,                 1.0725,                0.88921,              0.0014258,              0.0014258,              0.0014258
                     31,                 2.0801,                 1.6985,                 1.3931,                0.51585,                0.41585,                0.42181,                0.17738,                 1.3178,                  1.069,                0.88172,               0.001406,               0.001406,               0.001406
                     32,                 2.0868,                 1.6905,                 1.3934,                0.48524,                0.37553,                0.38798,                0.16628,                 1.3607,                 1.0633,                0.89916,              0.0013862,              0.0013862,              0.0013862
                     33,                  2.085,                 1.6918,                 1.3967,                0.51968,                0.39241,                0.41883,                0.17658,                 1.3335,                 1.0274,                0.89517,              0.0013664,              0.0013664,              0.0013664
                     34,                  2.069,                 1.6819,                 1.3851,                0.48211,                0.36709,                  0.354,                0.13702,                 1.4047,                 1.1152,                0.90172,              0.0013466,              0.0013466,              0.0013466
                     35,                  2.067,                 1.6881,                 1.3711,                0.49903,                 0.4161,                0.40355,                0.16947,                 1.3463,                 1.0226,                0.90402,              0.0013268,              0.0013268,              0.0013268
                     36,                 2.0493,                 1.6617,                 1.3832,                0.54669,                0.38397,                0.40494,                0.16826,                 1.3495,                 1.0308,                0.90297,               0.001307,               0.001307,               0.001307
                     37,                 2.1098,                 1.6917,                  1.402,                0.54485,                 0.3965,                0.42371,                0.17949,                 1.3296,                 1.4914,                0.90075,              0.0012872,              0.0012872,              0.0012872
                     38,                 2.0772,                 1.6365,                  1.396,                 0.4547,                0.40506,                0.37883,                0.15964,                 1.3577,                 1.0802,                0.87583,              0.0012674,              0.0012674,              0.0012674
                     39,                 2.0176,                  1.637,                  1.353,                0.50216,                0.41772,                0.40603,                0.16863,                 1.3394,                 1.0102,                0.88112,              0.0012476,              0.0012476,              0.0012476
                     40,                 2.0174,                 1.5792,                 1.3572,                0.48866,                0.41772,                0.39596,                0.16209,                 1.3592,                 1.1621,                0.88445,              0.0012278,              0.0012278,              0.0012278
                     41,                 2.0254,                 1.6285,                 1.3605,                0.45134,                 0.3714,                0.37408,                0.15735,                 1.3562,                 1.0909,                0.87761,               0.001208,               0.001208,               0.001208
                     42,                 2.0317,                 1.5846,                 1.3546,                0.52532,                0.43882,                0.45016,                0.18701,                 1.3142,                 1.0223,                0.86371,              0.0011882,              0.0011882,              0.0011882
                     43,                 2.0176,                 1.5471,                 1.3371,                0.56337,                0.40295,                0.43059,                0.18421,                  1.331,                0.98231,                0.88173,              0.0011684,              0.0011684,              0.0011684
                     44,                  2.018,                 1.5846,                 1.3442,                0.53898,                0.40717,                0.41703,                0.16058,                 1.4013,                 1.0028,                0.91177,              0.0011486,              0.0011486,              0.0011486
                     45,                  2.075,                 1.6281,                 1.3853,                0.51274,                0.45359,                0.44312,                   0.19,                 1.3073,                 0.9767,                0.88342,              0.0011288,              0.0011288,              0.0011288
                     46,                 2.0271,                 1.6044,                 1.3499,                0.47476,                0.40928,                0.41091,                0.17266,                 1.3109,                 1.0381,                0.86966,               0.001109,               0.001109,               0.001109
                     47,                 2.0045,                 1.5647,                 1.3486,                0.52992,                0.43522,                0.44827,                0.19303,                 1.3064,                0.96806,                0.86654,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.9935,                 1.5425,                 1.3402,                0.52137,                 0.4346,                0.44883,                 0.1974,                 1.2937,                0.96491,                0.86184,              0.0010694,              0.0010694,              0.0010694
                     49,                 2.0028,                 1.5603,                 1.3489,                0.51042,                0.42405,                0.42954,                0.18441,                 1.3173,                0.98863,                0.86469,              0.0010496,              0.0010496,              0.0010496
                     50,                 2.0202,                  1.575,                 1.3343,                0.55577,                0.45148,                0.44909,                0.18747,                 1.3262,                0.97862,                0.87206,              0.0010298,              0.0010298,              0.0010298
                     51,                 2.0175,                 1.5279,                 1.3224,                0.52682,                0.42827,                0.44033,                0.18866,                 1.3429,                0.94892,                0.87754,                0.00101,                0.00101,                0.00101
                     52,                  2.007,                 1.5757,                 1.3351,                0.55022,                0.38608,                0.42993,                0.18961,                 1.2834,                0.97232,                0.86357,              0.0009902,              0.0009902,              0.0009902
                     53,                 2.0186,                 1.5542,                 1.3354,                0.50298,                0.41206,                0.42999,                0.18721,                  1.304,                 1.1627,                 0.8702,              0.0009704,              0.0009704,              0.0009704
                     54,                  1.973,                 1.5178,                 1.3247,                0.54698,                0.42795,                0.43908,                0.18568,                 1.3182,                0.96892,                0.87042,              0.0009506,              0.0009506,              0.0009506
                     55,                 2.0058,                 1.5533,                 1.3455,                0.52736,                0.40724,                0.42174,                0.18613,                 1.3142,                0.98371,                0.86377,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.9724,                 1.5361,                 1.3392,                0.53758,                0.43901,                0.46095,                0.19785,                 1.3004,                0.95648,                0.85898,               0.000911,               0.000911,               0.000911
                     57,                  1.974,                 1.5078,                 1.3172,                0.51517,                0.44304,                0.45567,                0.19158,                 1.2978,                0.95834,                0.86238,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.9597,                 1.5029,                 1.3206,                0.51619,                0.42091,                0.43455,                0.18218,                 1.3042,                0.96687,                0.87852,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.9567,                 1.4944,                 1.3187,                0.56173,                0.40928,                0.43896,                0.18863,                  1.312,                0.98297,                0.87095,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.9555,                 1.5042,                  1.306,                0.55238,                0.41772,                0.46023,                0.20257,                 1.2755,                0.94325,                0.86213,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.9935,                 1.4923,                 1.3304,                0.52978,                0.45638,                0.46493,                0.19625,                 1.3166,                0.95777,                0.87202,               0.000812,               0.000812,               0.000812
                     62,                 1.9439,                 1.4798,                 1.3077,                0.54759,                0.41139,                0.45115,                 0.1956,                 1.2902,                0.96593,                0.84261,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.9581,                 1.4902,                 1.3073,                0.54631,                0.43671,                0.47019,                0.20019,                 1.2916,                0.93975,                0.85151,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.9305,                 1.4583,                 1.2907,                0.56301,                0.45392,                0.49186,                0.21852,                 1.2848,                0.93042,                0.86122,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.9292,                 1.4706,                 1.3059,                0.47439,                0.44726,                0.44014,                0.19124,                 1.3054,                  1.012,                0.86306,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.9568,                 1.5018,                 1.3139,                0.52991,                0.45992,                0.44039,                0.19885,                 1.3019,                0.94726,                0.87322,               0.000713,               0.000713,               0.000713
                     67,                 1.9061,                 1.4557,                 1.2962,                 0.5277,                0.43038,                0.44948,                 0.1975,                 1.3197,                0.94293,                0.87525,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.9427,                 1.4713,                 1.3012,                0.55178,                0.46414,                0.49602,                0.22044,                 1.2817,                0.90816,                0.85436,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.9371,                 1.4767,                 1.3022,                0.52602,                0.41561,                0.43123,                0.19576,                 1.3146,                0.93776,                0.85633,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.9142,                 1.4189,                 1.2923,                0.55355,                0.41139,                 0.4509,                 0.1987,                 1.3078,                0.94883,                 0.8667,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.9209,                 1.4365,                 1.2921,                0.55455,                0.45148,                0.47958,                0.21266,                 1.2658,                0.93331,                0.84905,               0.000614,               0.000614,               0.000614
                     72,                 1.9287,                 1.4635,                 1.2913,                0.56966,                0.44126,                0.47824,                0.20777,                 1.3056,                0.90831,                0.86137,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.8868,                 1.4333,                 1.2789,                0.56557,                0.46142,                0.48973,                0.22219,                 1.2714,                 0.8895,                0.85533,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.9028,                 1.4207,                 1.2837,                0.58403,                0.45992,                0.49479,                0.21076,                 1.2785,                0.90107,                0.85518,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.8717,                 1.4046,                 1.2765,                0.49357,                0.44304,                0.44893,                0.19548,                 1.2899,                0.92698,                0.86865,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.8711,                 1.3876,                 1.2785,                 0.5188,                0.46414,                0.46106,                0.19962,                  1.316,                0.91529,                0.87032,               0.000515,               0.000515,               0.000515
                     77,                  1.906,                 1.3845,                 1.2849,                 0.6009,                0.39873,                0.45049,                0.19657,                 1.3091,                0.93772,                0.86996,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.8688,                  1.394,                 1.2639,                0.57911,                0.43249,                0.47641,                0.20278,                 1.3199,                0.90008,                0.86831,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.8601,                 1.3566,                 1.2621,                0.56171,                0.40717,                0.45524,                0.20044,                 1.2973,                 0.9191,                0.85984,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.8632,                 1.3849,                 1.2785,                0.53148,                 0.4789,                 0.4976,                0.21478,                 1.2883,                0.89047,                0.86746,              0.0004358,              0.0004358,              0.0004358
                     81,                 1.8569,                 1.3603,                  1.259,                 0.5697,                0.45148,                0.48758,                 0.2212,                  1.269,                0.88464,                0.85817,               0.000416,               0.000416,               0.000416
                     82,                 1.8475,                  1.358,                 1.2571,                0.56116,                0.44304,                0.47839,                0.21632,                 1.2691,                0.89142,                0.85369,              0.0003962,              0.0003962,              0.0003962
                     83,                  1.876,                 1.3725,                 1.2804,                0.53172,                0.46624,                0.48161,                0.21921,                 1.2657,                0.88785,                0.84872,              0.0003764,              0.0003764,              0.0003764
